mention_id	volume	host_xml_id	host_person_id	host_heading	surname_token	mention_name	verdict	method	resolved_hub_id	resolved_heading	candidate_hub_ids	candidate_headings	candidate_scores	family_cluster	chips	gold_hub_id	gold_agrees	sentence
M-volume_1IIIorg-NOXID-שאַמער-000	1	facs_34_tr_1740521031	P-1-facs_34_tr_1740521031	אַדלער צילע	שאמער	שאַמער	RESOLVED	scored	HUB-D2940	שאָמער אַברהם	HUB-D2940|HUB-D1211	שאָמער אַברהם|שאַמער-באַטשעליס ראָזע	0.6|0.05	0	gender:male|fame-prior|gender-mismatch	HUB-D2940	1	שפּילט מיט שילדקרויטן אין שאַמערס „אייקעלע מזיק“.
M-Volume_4IIIorg-NOXID-שאָמער-000	4	facs_249_tr_1754998575	P-4-facs_249_tr_1754998575	רובין, גרשון	שאמער	שאָמער	RESOLVED	scored	HUB-D2940	שאָמער אַברהם	HUB-D2940|HUB-D1211	שאָמער אַברהם|שאַמער-באַטשעליס ראָזע	0.6|0.05	0	gender:male|fame-prior|gender-mismatch	HUB-D2940	1	"שאָמערס ""אָלרייטניקעס"""
M-Volume_3IIIorg-NOXID-שאַפּיראָ-000	3	facs_345_tr_1756107437	P-3-facs_345_tr_1756107437	וויינראַט, י י [יצחק יוסף]	שאפירא	שאַפּיראָ	RESOLVED	scored	HUB-D2897	שאַפּיראַ פֿימע	HUB-D2897|HUB-D2842|HUB-D2896|HUB-D2900|HUB-D2901|HUB-D3562|HUB-D3792|HUB-D2894|HUB-D2895|HUB-D2898	שאַפּיראַ פֿימע|שאַפֿיר, בירך (בענעדיקט)|שאַפּיראָ, טשאַרלז|שאַפּיראָ, פּנחס|שאַפּיראָ, סאַני [נתנאַל-דוד]|שאַפּיראָ, דניאל|שאַפֿיר, בערל|שאַפּיראָ, געניאַ|שאַפּיראָ, אַננאַ (עני)|שאַפּיראָ, ליזאַ	0.6|0.3|0.3|0.3|0.3|0.3|0.3|0.05|0.05|0.05	0	gender:male|fame-prior|gender-mismatch	HUB-D2897	1	אַרבעט ער אין דער אָרטיקער יידישער צייטונג (רעד. ריינוויין און דערנאָך שאַפּיראָ)
M-Volume5IIIorg-NOXID-שאַפּיראָ-001	5	facs_212_tr_1739221090	P-5-facs_212_tr_1739221090	רוטענבערג, יקותיאל	שאפירא	שאַפּיראָ	RESOLVED	scored	HUB-D2897	שאַפּיראַ פֿימע	HUB-D2897|HUB-D2842|HUB-D2896|HUB-D2900|HUB-D2901|HUB-D3562|HUB-D3792|HUB-D2895|HUB-D2894|HUB-D2898	שאַפּיראַ פֿימע|שאַפֿיר, בירך (בענעדיקט)|שאַפּיראָ, טשאַרלז|שאַפּיראָ, פּנחס|שאַפּיראָ, סאַני [נתנאַל-דוד]|שאַפּיראָ, דניאל|שאַפֿיר, בערל|שאַפּיראָ, אַננאַ (עני)|שאַפּיראָ, געניאַ|שאַפּיראָ, ליזאַ	0.6|0.3|0.3|0.3|0.3|0.3|0.3|0.15|0.05|0.05	0	gender:male|year:1945|fame-prior|gender-mismatch|career-overlap	HUB-D2897	1	"צוזאַמען מיט די אַקטיאָרן ברוידאָ, שאַפּיראָ"""
M-volume6IIIorg-NOXID-שאַפּיראָ-003	6	facs_171_tr_1747825169	P-6-facs_171_tr_1747825169	קאָוואַלסקאַ, אַסתר	שאפירא	שאַפּיראָ	RESOLVED	scored	HUB-D2897	שאַפּיראַ פֿימע	HUB-D2897|HUB-D2842|HUB-D2896|HUB-D2900|HUB-D2901|HUB-D3562|HUB-D3792|HUB-D2894|HUB-D2895|HUB-D2898	שאַפּיראַ פֿימע|שאַפֿיר, בירך (בענעדיקט)|שאַפּיראָ, טשאַרלז|שאַפּיראָ, פּנחס|שאַפּיראָ, סאַני [נתנאַל-דוד]|שאַפּיראָ, דניאל|שאַפֿיר, בערל|שאַפּיראָ, געניאַ|שאַפּיראָ, אַננאַ (עני)|שאַפּיראָ, ליזאַ	0.6|0.3|0.3|0.3|0.3|0.3|0.3|0.05|0.05|0.05	0	gender:male|fame-prior|gender-mismatch	HUB-D2897	1	שאַפּיראָ
M-volume6IIIorg-NOXID-שאַפּיראָ-002	6	facs_53_tr_1747746142	P-6-facs_53_tr_1747746142	זשאָרדען ד'היווער	שאפירא	שאַפּיראָ	AMBIGUOUS	low_margin			HUB-D3562|HUB-D3792|HUB-D2897|HUB-D2895|HUB-D2896|HUB-D2901|HUB-D2842|HUB-D2894|HUB-D2898|HUB-D2900	שאַפּיראָ, דניאל|שאַפֿיר, בערל|שאַפּיראַ פֿימע|שאַפּיראָ, אַננאַ (עני)|שאַפּיראָ, טשאַרלז|שאַפּיראָ, סאַני [נתנאַל-דוד]|שאַפֿיר, בירך (בענעדיקט)|שאַפּיראָ, געניאַ|שאַפּיראָ, ליזאַ|שאַפּיראָ, פּנחס	0.4|0.4|0.35|0.15|0.15|0.15|0.05|0.05|0.05|0.05	0	gender:unknown|fame-prior|gender-mismatch|career-overlap	HUB-D2897		די זעלבער טרופּע... שאַפּיראָ
M-volume_1IIIorg-NOXID-שאָר-001	1	facs_347_TextRegion_1710167012304_556	P-1-facs_347_TextRegion_1710167012304_556	וואַקסמאַן, פעני	שאר	שאָר	AMBIGUOUS	family_abstain_suggested			HUB-D1026|HUB-D2854|HUB-D2856|HUB-P-4-facs_670_tr_1755030252|HUB-P-6-facs_654_r|HUB-D2830	שאָר [שור], משה|שאָר [שור], אַנשל|שאָר יהושע-העשל|ליזאַ שאָר|ווילי שאָר|סאַמואילאָוו-שאָר, יעטאָ	0.3|0.3|0.3|0.3|0.3|0.05	1	gender:male|family-cluster|gender-mismatch	HUB-P-4-facs_670_tr_1755030252		אין דער טרופּע וויינשטאָק-שאָר, וועלכע האָט דאַ מאָלט גאַסטראָלירט אין לאָדזש
M-volume_1IIIorg-NOXID-שאָר-002	1	facs_400_TextRegion_1710065342920_478	P-1-facs_400_TextRegion_1710065342920_478	זיבּעל, עלאַ	שאר	שאָר	AMBIGUOUS	family_abstain_suggested			HUB-D1026|HUB-D2854|HUB-D2856|HUB-P-4-facs_670_tr_1755030252|HUB-P-6-facs_654_r|HUB-D2830	שאָר [שור], משה|שאָר [שור], אַנשל|שאָר יהושע-העשל|ליזאַ שאָר|ווילי שאָר|סאַמואילאָוו-שאָר, יעטאָ	0.3|0.3|0.3|0.3|0.3|0.05	1	gender:male|family-cluster|gender-mismatch	HUB-P-4-facs_670_tr_1755030252		זי טרעט אויף אַלס ,,סערעלע“ אין שאָרס אָפּערעטע „אַ מענטש זאָל מען זיין“
M-volume_1IIIorg-NOXID-שאָר-003	1	facs_410_tr_1739715084	P-1-facs_410_tr_1739715084	זילבערשטיין, משה	שאר	שאָר	AMBIGUOUS	family_abstain_suggested			HUB-D1026|HUB-D2854|HUB-D2856|HUB-P-4-facs_670_tr_1755030252|HUB-P-6-facs_654_r|HUB-D2830	שאָר [שור], משה|שאָר [שור], אַנשל|שאָר יהושע-העשל|ליזאַ שאָר|ווילי שאָר|סאַמואילאָוו-שאָר, יעטאָ	0.3|0.3|0.3|0.3|0.3|0.05	1	gender:male|family-cluster|gender-mismatch	HUB-P-4-facs_670_tr_1755030252		"איר ערשטער אויפטריט אין לעגיטימען יידישן טעאַטער איז אין שאָרס פּיעסע „די ערשטע ליבע""."
M-volume_1IIIorg-NOXID-שאָר-000	1	facs_80_tr_1740521116	P-1-facs_80_tr_1740521116	באַראַץ, דוד	שאר	שאָר	RESOLVED	within_entry	HUB-D2854	שאָר [שור], אַנשל	HUB-D2854|HUB-D1026|HUB-D2856|HUB-P-4-facs_670_tr_1755030252|HUB-P-6-facs_654_r|HUB-D2830	שאָר [שור], אַנשל|שאָר [שור], משה|שאָר יהושע-העשל|ליזאַ שאָר|ווילי שאָר|סאַמואילאָוו-שאָר, יעטאָ	0.95|0.3|0.3|0.3|0.3|0.05	1	gender:male|family-cluster|within-entry|gender-mismatch|co-mention	HUB-P-4-facs_670_tr_1755030252	0	וואו ער שפּילט צוויי סעזאָנען ביי שאָרן אין פֿילאָדעלפיע
M-volume_2IIIorg-NOXID-שאַר-001	2	facs_113_tr_1744279135	P-2-facs_113_tr_1744279135	לאַשקאָווסקאַ, רעגינאַ	שאר	שאַר	AMBIGUOUS	family_abstain_suggested			HUB-D1026|HUB-D2854|HUB-D2856|HUB-P-4-facs_670_tr_1755030252|HUB-P-6-facs_654_r|HUB-D2830	שאָר [שור], משה|שאָר [שור], אַנשל|שאָר יהושע-העשל|ליזאַ שאָר|ווילי שאָר|סאַמואילאָוו-שאָר, יעטאָ	0.3|0.3|0.3|0.3|0.3|0.05	1	gender:male|family-cluster|gender-mismatch	HUB-P-4-facs_670_tr_1755030252		"„חנהלע"" אין שאַרס „אַ מענטש זאָל מען זיין""."
M-volume_2IIIorg-NOXID-שאַר-002	2	facs_177_r_2	P-2-facs_177_r_2	לעוואנדאָ פֿייגע [לעווין]	שאר	שאַר	AMBIGUOUS	family_abstain_suggested			HUB-D1026|HUB-D2854|HUB-D2856|HUB-P-4-facs_670_tr_1755030252|HUB-P-6-facs_654_r|HUB-D2830	שאָר [שור], משה|שאָר [שור], אַנשל|שאָר יהושע-העשל|ליזאַ שאָר|ווילי שאָר|סאַמואילאָוו-שאָר, יעטאָ	0.3|0.3|0.3|0.3|0.3|0.05	1	gender:male|family-cluster|gender-mismatch	HUB-P-4-facs_670_tr_1755030252		"וואו זיי דעביוטירט אַלס „דינה"" אין שאַרס אָפּערעטע „אַ מענטש זאָל מען זיין"""
M-volume_2IIIorg-NOXID-שאָר-009	2	facs_305_tr_1744365746	P-2-facs_305_tr_1744365746	נאַוויקאָוו, מאָריס [באַכנאָוו]	שאר	שאָר	AMBIGUOUS	family_abstain_suggested			HUB-D1026|HUB-D2854|HUB-D2856|HUB-P-4-facs_670_tr_1755030252|HUB-P-6-facs_654_r|HUB-D2830	שאָר [שור], משה|שאָר [שור], אַנשל|שאָר יהושע-העשל|ליזאַ שאָר|ווילי שאָר|סאַמואילאָוו-שאָר, יעטאָ	0.3|0.3|0.3|0.3|0.3|0.05	1	gender:male|family-cluster|gender-mismatch	HUB-P-4-facs_670_tr_1755030252		"אין שאָרס „אַ מענטש זאָל מען זיין""."
M-volume_2IIIorg-NOXID-שאָר-010	2	facs_307_tr_1744365741	P-2-facs_307_tr_1744365741	נאַטאַן, שמחה	שאר	שאָר	AMBIGUOUS	family_abstain_suggested			HUB-D1026|HUB-D2854|HUB-D2856|HUB-P-4-facs_670_tr_1755030252|HUB-P-6-facs_654_r|HUB-D2830	שאָר [שור], משה|שאָר [שור], אַנשל|שאָר יהושע-העשל|ליזאַ שאָר|ווילי שאָר|סאַמואילאָוו-שאָר, יעטאָ	0.3|0.3|0.3|0.3|0.3|0.05	1	gender:male|family-cluster|gender-mismatch	HUB-P-4-facs_670_tr_1755030252		דאַ פּרובט ער שפּילן אין שאָרס „דער יחסן“
M-volume_2IIIorg-NOXID-שאָר-011	2	facs_318_r_2	P-2-facs_318_r_2	ניימאַן, אהרן	שאר	שאָר	AMBIGUOUS	family_abstain_suggested			HUB-D1026|HUB-D2854|HUB-P-6-facs_654_r|HUB-D2830	שאָר [שור], משה|שאָר [שור], אַנשל|ווילי שאָר|סאַמואילאָוו-שאָר, יעטאָ	0.4|0.4|0.3|0.05	1	gender:male|year:1894|family-cluster|career-overlap|gender-mismatch	HUB-P-4-facs_670_tr_1755030252		אין עלטער פֿון 18 יאָר אָנגעהויבן שפּילן אין לעמבערג (גאַליציע) מיט די אַקטיאָרן לייזער צוקערמאַן, סעגאָלעסקאָ, טרייטלער, צעזאָר גרינבערג, שאָר
M-volume_2IIIorg-NOXID-שאָר-012	2	facs_384_tr_1744366808	P-2-facs_384_tr_1744366808	עהרליך, זיגמונט	שאר	שאָר	AMBIGUOUS	family_abstain_suggested			HUB-D1026|HUB-D2854|HUB-D2856|HUB-P-4-facs_670_tr_1755030252|HUB-P-6-facs_654_r|HUB-D2830	שאָר [שור], משה|שאָר [שור], אַנשל|שאָר יהושע-העשל|ליזאַ שאָר|ווילי שאָר|סאַמואילאָוו-שאָר, יעטאָ	0.3|0.3|0.3|0.3|0.3|0.05	1	gender:male|family-cluster|gender-mismatch	HUB-P-4-facs_670_tr_1755030252		דערנאָך געשפּילט ביי יאָוועליר, גימפעל, שאָר
M-volume_2IIIorg-NOXID-שאָר-006	2	facs_54_r_15	P-2-facs_54_r_15	טריאָ רימס-ראַמס-ראָמס.	שאר	שאָר	AMBIGUOUS	family_abstain_suggested			HUB-D1026|HUB-D2854|HUB-D2856|HUB-P-4-facs_670_tr_1755030252|HUB-P-6-facs_654_r|HUB-D2830	שאָר [שור], משה|שאָר [שור], אַנשל|שאָר יהושע-העשל|ליזאַ שאָר|ווילי שאָר|סאַמואילאָוו-שאָר, יעטאָ	0.3|0.3|0.3|0.3|0.3|0.05	1	gender:male|family-cluster|gender-mismatch	HUB-P-4-facs_670_tr_1755030252		"די טריאָ איז בּאַשטאַנען פֿוּן אַ בּאַס, אַ בּאַריטאָן אוּן אַ טענאָר — די פֿאָלקסזינגער ראָמעס, שוואַרץ און שאָר — וועלכע פֿלעגן אַרוָמפֿאָרן איבָער מזרח-אוָן מערב-אייראָפּע אוּן „פֿאָרשטעלן"" יידישע לידער אין די פֿאַרשיידנסטע פּלעצער, — פֿוּן אַ טעאַטער בּיז אַ שייער."
M-volume_2IIIorg-NOXID-שאָר-008	2	facs_85_r	P-2-facs_85_r	כאַליף, א.	שאר	שאָר	AMBIGUOUS	family_abstain_suggested			HUB-D1026|HUB-D2854|HUB-D2856|HUB-P-4-facs_670_tr_1755030252|HUB-P-6-facs_654_r|HUB-D2830	שאָר [שור], משה|שאָר [שור], אַנשל|שאָר יהושע-העשל|ליזאַ שאָר|ווילי שאָר|סאַמואילאָוו-שאָר, יעטאָ	0.3|0.3|0.3|0.3|0.3|0.05	1	gender:male|family-cluster|gender-mismatch	HUB-P-4-facs_670_tr_1755030252		"שאָרס „די אַמעריקאַנערין"""
M-volume_2IIIorg-NOXID-שאָר-007	2	facs_85_tr_1744131373	P-2-facs_85_tr_1744131373	כאַווינאַ, ליזאַ [לאהקע חאַווין-מידע]	שאר	שאָר	AMBIGUOUS	family_abstain_suggested			HUB-D1026|HUB-D2854|HUB-D2856|HUB-P-4-facs_670_tr_1755030252|HUB-P-6-facs_654_r|HUB-D2830	שאָר [שור], משה|שאָר [שור], אַנשל|שאָר יהושע-העשל|ליזאַ שאָר|ווילי שאָר|סאַמואילאָוו-שאָר, יעטאָ	0.3|0.3|0.3|0.3|0.3|0.05	1	gender:male|family-cluster|gender-mismatch	HUB-P-4-facs_670_tr_1755030252		"דעביוטירנדיק אַלס „סערקעלע"" אין שאָרס „אַ מענטש זאָל מען זיין""."
M-Volume_4IIIorg-NOXID-שאָר-005	4	facs_618_tr_1755029883	P-4-facs_618_tr_1755029883	גאָלד זישע [לייזגאָלד]	שאר	שאָר	AMBIGUOUS	family_abstain_suggested			HUB-P-4-facs_670_tr_1755030252|HUB-P-6-facs_654_r|HUB-D1026|HUB-D2830|HUB-D2854|HUB-D2856	ליזאַ שאָר|ווילי שאָר|שאָר [שור], משה|סאַמואילאָוו-שאָר, יעטאָ|שאָר [שור], אַנשל|שאָר יהושע-העשל	0.3|0.3|0.05|0.05|0.05|0.05	1	gender:unknown|family-cluster|gender-mismatch	HUB-P-4-facs_670_tr_1755030252		"""שלמה יונה"" אין שאָרס „די רומענישע חתונה"""
M-volume6IIIorg-NOXID-שאָר-004	6	facs_150_tr_1747825139	P-6-facs_150_tr_1747825139	שערמאַן, יאָזעף	שאר	שאָר	AMBIGUOUS	family_abstain_suggested			HUB-D1026|HUB-D2854|HUB-D2856|HUB-P-4-facs_670_tr_1755030252|HUB-P-6-facs_654_r|HUB-D2830	שאָר [שור], משה|שאָר [שור], אַנשל|שאָר יהושע-העשל|ליזאַ שאָר|ווילי שאָר|סאַמואילאָוו-שאָר, יעטאָ	0.4|0.4|0.4|0.4|0.3|0.05	1	gender:male|family-cluster|career-overlap|gender-mismatch	HUB-P-4-facs_670_tr_1755030252		"שאָרס אָפּערעטע „שיר השירים""."
M-volume7IIIorg-NOXID-שאַר-000	7	facs_79_tr_1757228888	P-7-facs_79_tr_1757228888	זיסער, יצחק	שאר	שאַר	AMBIGUOUS	family_abstain_suggested			HUB-D1026|HUB-D2854|HUB-D2856|HUB-P-4-facs_670_tr_1755030252|HUB-P-6-facs_654_r|HUB-D2830	שאָר [שור], משה|שאָר [שור], אַנשל|שאָר יהושע-העשל|ליזאַ שאָר|ווילי שאָר|סאַמואילאָוו-שאָר, יעטאָ	0.3|0.3|0.3|0.3|0.3|0.05	1	gender:male|family-cluster|gender-mismatch	HUB-P-4-facs_670_tr_1755030252		אַרומפאָרנדיקע אַקטיאָרן ווי סאָניע ברוין און שאַר (כ׳געדענק ניט זיין (ערשטן) נאָמען) האָבן זיך געווענדט צו אונדזער קרייז און האָבן צוזאַמען מיט אונדז געשפּילט
M-volume_1IIIorg-NOXID-שאַראַוונער-006	1	facs_33_tr_1740521070	P-1-facs_33_tr_1740521070	אַדלער עמיליע [שרה-מילקע שטאָנג]	שאראוונער	שאַראַוונער	RESOLVED	scored	HUB-D2902	שאַראַוונער, דוד	HUB-D2902|HUB-D2903	שאַראַוונער, דוד|שאַראַוונער, סאָניאַ	0.6|0.05	0	gender:male|fame-prior|gender-mismatch	HUB-D2902	1	אין אַ האַלב יאָר אַרום אַנטלויפֿט זיי קיין בענדין צו דער טרופּע אונטער דער לייטונג פֿון טיטעלמאָן און שאַראַוונער
M-volume_1IIIorg-NOXID-שאַראַוונער-010	1	facs_380_r_2	P-1-facs_380_r_2	וויערניק, יצחק	שאראוונער	שאַראַוונער	RESOLVED	scored	HUB-D2902	שאַראַוונער, דוד	HUB-D2902|HUB-D2903	שאַראַוונער, דוד|שאַראַוונער, סאָניאַ	0.7|0.15	0	gender:male|year:1911|fame-prior|career-overlap|gender-mismatch	HUB-D2902	1	אין 1911 מיט שאַראַוונערס טרופּע איבער דער רוסישער פּראָווינץ
M-volume_1IIIorg-NOXID-שאַראַוונער-007	1	facs_46_tr_1740521017	P-1-facs_46_tr_1740521017	איצקאָוויטש, שבתי	שאראוונער	שאַראַוונער	RESOLVED	scored	HUB-D2902	שאַראַוונער, דוד	HUB-D2902|HUB-D2903	שאַראַוונער, דוד|שאַראַוונער, סאָניאַ	0.7|0.15	0	gender:male|year:1910|fame-prior|career-overlap|gender-mismatch	HUB-D2902	1	1910-11 ווערן ביידע אָנגאַזשירט צו שאַראַוונער אין ווילנע
M-volume_1IIIorg-NOXID-שאַראַוונער-008	1	facs_51_tr_1740521052	P-1-facs_51_tr_1740521052	אַמאַסיאַ, הערש	שאראוונער	שאַראַוונער	RESOLVED	scored	HUB-D2902	שאַראַוונער, דוד	HUB-D2902|HUB-D2903	שאַראַוונער, דוד|שאַראַוונער, סאָניאַ	0.6|0.05	0	gender:male|fame-prior|gender-mismatch	HUB-D2902	1	ספּיוואָקאָווסקי און שאַראַוונער
M-volume_1IIIorg-NOXID-שאַראַוונער-009	1	facs_95_tr_1740521146	P-1-facs_95_tr_1740521146	ביאַלקאָוויטש,ישראל	שאראוונער	שאַראַוונער	RESOLVED	scored	HUB-D2902	שאַראַוונער, דוד	HUB-D2902|HUB-D2903	שאַראַוונער, דוד|שאַראַוונער, סאָניאַ	0.7|0.15	0	gender:male|year:1911|fame-prior|career-overlap|gender-mismatch	HUB-D2902	1	1911 פֿאָרט ב. אָפּ קיין רוסלאַנד אין דער טרופּע שאַראַוונערווייסבלאָט (מיכאָלעסקאָ)
M-volume_2IIIorg-NOXID-שאַראַוונער-019	2	facs_104_r	P-2-facs_104_r	לאַכטינגער, הענרי	שאראוונער	שאַראַוונער	RESOLVED	scored	HUB-D2902	שאַראַוונער, דוד	HUB-D2902|HUB-D2903	שאַראַוונער, דוד|שאַראַוונער, סאָניאַ	0.6|0.05	0	gender:male|fame-prior|gender-mismatch	HUB-D2902	1	אַריינגעטראָטן אין שאַראַוונערס טרופּע וואו ער שפּילט אַ יאָר שוין אַלס ליבהאָבּער
M-volume_2IIIorg-NOXID-שאַראַוונער-020	2	facs_104_r_4	P-2-facs_104_r_4	לאַמפּע, מאָריס	שאראוונער	שאַראַוונער	RESOLVED	scored	HUB-D2902	שאַראַוונער, דוד	HUB-D2902|HUB-D2903	שאַראַוונער, דוד|שאַראַוונער, סאָניאַ	0.6|0.05	0	gender:male|fame-prior|gender-mismatch	HUB-D2902	1	גייט ל. איבּער אין די וואַנדער-טרופּעס פון לערמאַנקע, מישוראַט, שאַראַוונער, קאָניעווסקי-כאַרלאמפּ
M-volume_2IIIorg-NOXID-שאַראַוונער-021	2	facs_147_tr_1744279091	P-2-facs_147_tr_1744279091	ליכטענשטיין, משה	שאראוונער	שאַראַוונער	RESOLVED	scored	HUB-D2902	שאַראַוונער, דוד	HUB-D2902|HUB-D2903	שאַראַוונער, דוד|שאַראַוונער, סאָניאַ	0.6|0.05	0	gender:male|fame-prior|gender-mismatch	HUB-D2902	1	געמאַכט אַ טורנעע מיט שאַראַוונערן איבער קאָוונער גובערניע
M-volume_2IIIorg-NOXID-שאַראַוונער-022	2	facs_263_tr_1744280809	P-2-facs_263_tr_1744280809	מיכאַלעסקאָ, מיכאל [ווייסבּלאַט]	שאראוונער	שאַראַוונער	RESOLVED	scored	HUB-D2902	שאַראַוונער, דוד	HUB-D2902|HUB-D2903	שאַראַוונער, דוד|שאַראַוונער, סאָניאַ	0.6|0.05	0	gender:male|fame-prior|gender-mismatch	HUB-D2902	1	דערנאָך צו סאבסיי, שאַראַוונער, ספּיוואָקאָווסקי-קרויזע און סעם אַדלער
M-volume_2IIIorg-NOXID-שאַראַוונער-023	2	facs_300_tr_1744280756	P-2-facs_300_tr_1744280756	נאַאומאָוו, שלמה [זאַסלאַווסקי]	שאראוונער	שאַראַוונער	RESOLVED	scored	HUB-D2902	שאַראַוונער, דוד	HUB-D2902|HUB-D2903	שאַראַוונער, דוד|שאַראַוונער, סאָניאַ	0.7|0.15	0	gender:male|year:1910|fame-prior|career-overlap|gender-mismatch	HUB-D2902	1	1910-12 — געשפּילט קינדער-ראָלן אין די טרופּעס פֿון קאָמינסקי, גענפער, ליפּאָווסקי, ראַפּעל און שאַראַוונער
M-volume_2IIIorg-NOXID-שאַראַוונער-024	2	facs_342_tr_1744365731	P-2-facs_342_tr_1744365731	סטרעלסקאָ, סאָניע (סאָפיע)	שאראוונער	שאַראַוונער	RESOLVED	scored	HUB-D2902	שאַראַוונער, דוד	HUB-D2902|HUB-D2903	שאַראַוונער, דוד|שאַראַוונער, סאָניאַ	0.6|0.05	0	gender:male|fame-prior|gender-mismatch	HUB-D2902	1	שפּעטער אַריינגעטראָטן אַלס פּרימאַדאַנע אין דער יידישער טרופּע פֿון שאַראַוונער
M-volume_2IIIorg-NOXID-שאַראַוונער-017	2	facs_48_r_2	P-2-facs_48_r_2	טיימאַן, משה	שאראוונער	שאַראַוונער	RESOLVED	scored	HUB-D2902	שאַראַוונער, דוד	HUB-D2902|HUB-D2903	שאַראַוונער, דוד|שאַראַוונער, סאָניאַ	0.6|0.05	0	gender:male|fame-prior|gender-mismatch	HUB-D2902	1	2 יאָר אַרומגעפֿאָרן איבער רוסלאַנד מיט שאַראַוונערס טרופּע
M-volume_2IIIorg-NOXID-שאַראַוונער-018	2	facs_69_tr_1744131404	P-2-facs_69_tr_1744131404	יאָנגעלסאָן, נייט. {נתן)	שאראוונער	שאַראַוונער	RESOLVED	scored	HUB-D2902	שאַראַוונער, דוד	HUB-D2902|HUB-D2903	שאַראַוונער, דוד|שאַראַוונער, סאָניאַ	0.7|0.15	0	gender:male|year:1912|fame-prior|career-overlap|gender-mismatch	HUB-D2902	1	אין מערץ 1912 טרעט אויף י. צום ערשטן מאָל אין יידיש אין שאַראַוונערס טרופּע
M-Volume_3IIIorg-NOXID-שאַראַוונער-001	3	facs_115_r	P-3-facs_115_r	פּיעקאַרניק, רוזשאַ (טאַרקעוויטש]	שאראוונער	שאַראַוונער	RESOLVED	scored	HUB-D2902	שאַראַוונער, דוד	HUB-D2902|HUB-D2903	שאַראַוונער, דוד|שאַראַוונער, סאָניאַ	0.6|0.05	0	gender:male|fame-prior|gender-mismatch	HUB-D2902	1	ביי שאַראַוונער
M-Volume_3IIIorg-NOXID-שאַראַוונער-000	3	facs_15_tr_1752653010	P-3-facs_15_tr_1752653010	פּאָדליאַס, חיים	שאראוונער	שאַראַוונער	RESOLVED	scored	HUB-D2902	שאַראַוונער, דוד	HUB-D2902|HUB-D2903	שאַראַוונער, דוד|שאַראַוונער, סאָניאַ	0.6|0.05	0	gender:male|fame-prior|gender-mismatch	HUB-D2902	1	דערנאָך מיט די טרופּעס פֿון שאַראַוונער, גוזיק, זשיטאָמירסקי, גענפער, סעם אַדלער, אַברהם פישזאָן
M-Volume_3IIIorg-NOXID-שאַראַוונער-002	3	facs_326_tr_1756057710	P-3-facs_326_tr_1756057710	קוסטין, סאַלאָמאַן [שלמה]	שאראוונער	שאַראַוונער	RESOLVED	scored	HUB-D2902	שאַראַוונער, דוד	HUB-D2902|HUB-D2903	שאַראַוונער, דוד|שאַראַוונער, סאָניאַ	0.6|0.05	0	gender:male|fame-prior|gender-mismatch	HUB-D2902	1	שפּעטער אין ליבאַוואַ מיט שאַראַוונער און שטראַספאַגעל
M-Volume_3IIIorg-NOXID-שאַראָוונער-000	3	facs_37_tr_1752653030	P-3-facs_37_tr_1752653030	פּאַשקאָווסקי, מישאַ	שאראוונער	שאַראָוונער	RESOLVED	scored	HUB-D2902	שאַראַוונער, דוד	HUB-D2902|HUB-D2903	שאַראַוונער, דוד|שאַראַוונער, סאָניאַ	0.6|0.05	0	gender:male|fame-prior|gender-mismatch	HUB-D2902	1	דעביוטירנדיק אין שאַראָוונער'ס טרופּעס איבער רוסלאַנד
M-Volume_4IIIorg-NOXID-שאַראַוונער-012	4	facs_101_r_1	P-4-facs_101_r_1	שאַראַוונער, דוד	שאראוונער	שאַראַוונער	RESOLVED	scored	HUB-D2902	שאַראַוונער, דוד	HUB-D2902|HUB-D2903	שאַראַוונער, דוד|שאַראַוונער, סאָניאַ	0.7|0.15	0	gender:male|fame-prior|career-overlap|gender-mismatch	HUB-D2902	1	דעם טעאַטער איבערגענומען שאַראַוונער און טיטעלמאַן.
M-Volume_4IIIorg-NOXID-שאַראַוונער-013	4	facs_102_r_1	P-4-facs_102_r_1	שאַראַוונער, סאָניאַ	שאראוונער	שאַראַוונער	RESOLVED	scored	HUB-D2902	שאַראַוונער, דוד	HUB-D2902|HUB-D2903	שאַראַוונער, דוד|שאַראַוונער, סאָניאַ	0.7|0.15	0	gender:male|fame-prior|career-overlap|gender-mismatch	HUB-D2902	1	זיי איז צוזאַמען מיט אים אַנטלאָפן פֿון שטעטל, חתונה געהאַט מיט אים און כסדר געשפּילט אין זיינע טרופעס אָדער צוזאַמען מיט אים.
M-Volume_4IIIorg-NOXID-שאַראַוונער-014	4	facs_333_tr_1754998454	P-4-facs_333_tr_1754998454	זאַרזשעווסקאַ, פאַלינאַ [קעלער]	שאראוונער	שאַראַוונער	RESOLVED	scored	HUB-D2902	שאַראַוונער, דוד	HUB-D2902|HUB-D2903	שאַראַוונער, דוד|שאַראַוונער, סאָניאַ	0.6|0.05	0	gender:male|fame-prior|gender-mismatch	HUB-D2902	1	אין ווילנע אַריינגעטראָטן אין דער טרופּע פֿון שאַראַוונער
